"maHang","tenHang","loaiHang","loaiVang","nhomHang","trangThai","tlTong","tlHot","tlVang","ni","congBan","congVon","giaBanMon","giaVon","cuaHang","quayLon","quayNho","ngayNhap"
"I9500014","Nhẫn 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","350","125","0","8125","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890139236"
"I9500015","Nhẫn 2K2","TTM","VANG23K",,"Còn tồn","2","0","2","0","300","150","0","10330","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890263542"
"I9500024","Nhẫn 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","300","0","0","8000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890180903"
"I9500025","Nhẫn 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","250","100","0","5122","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890155093"
"I9500026","Nhẫn 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","200","60","0","5278","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890107639"
"I9500036","Nhẫn 0.5K2","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","160","60","0","2655","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890175926"
"I9500037","Nhẫn 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","200","60","0","5325","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890258102"
"I9500038","Nhẫn 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","299","120","0","8120","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890136574"
"I9500039","Nhẫn 0.5K2","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","160","60","0","2695","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.589021956"
"I9500041","Nhẫn 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","200","70","0","5560","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890164699"
"I9500042","Nhẫn 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","200","70","0","5560","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890142014"
"I9500043","Nhẫn 0.5K2","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","160","60","0","2805","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890157407"
"I9500051","Nhẫn TIM K2","TTM","VANG23K",,"Còn tồn","0.385","0","0.385","0","439","239","0","3704","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890162384"
"I9500053","Nhẫn ĐÁ K2","TTM","Vàng 24K",,"Còn tồn","0.376","0","0.376","0","1000","801","0","5689","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890121528"
"I9500057","Nhẫn HOA K2","TTM","Vàng 24K",,"Còn tồn","0.4855","0","0.4855","0","550","400","0","4769.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890252662"
"I9500058","Nhẫn RẮN K2","TTM","Vàng 24K",,"Còn tồn","0.41","0","0.41","0","507","300","0","3990","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890123843"
"I9500060","Nhẫn 1 23K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","250","100","0","5222","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890239931"
"I9500061","Nhẫn 1N 23K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","200","0","0","9000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890206019"
"I9500062","Nhẫn MẶT ĐÁ ĐỎ 23K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","300","132","0","5482","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890152431"
"I9500064","Nhẫn 1c 23K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","300","125","0","12125","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890129282"
"I9500066","Nhẫn  K2","TTM","Vàng 24K",,"Còn tồn","0.55","0","0.55","0","570","370","0","7520","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890222222"
"I9500067","Nhẫn  K2","TTM","Vàng 24K",,"Còn tồn","0.925","0","0.925","0","925","601","0","8926","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46007.5890193634"
"I9500087","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","2.578","0","2.578","0","2320","1800","0","27580","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46008.5898103819"
"I9500089","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","2.5715","0","2.5715","0","1927","1542","0","24685.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46008.5898088773"
"I9500094","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","2.115","0","2.115","0","2100","1797","0","20832","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46008.5898054051"
"I9500095","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","3.23","0","3.23","0","3200","2745","0","41505","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46008.589809838"
"I9500101","Lắc Bi CNC 2","TTM","Vàng 24K",,"Còn tồn","1.39","0","1.39","0","1390","903","0","17583","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724342593"
"I9500104","Dây CNC K2","TTM","Vàng 24K",,"Còn tồn","2.205","0","2.205","0","2090","1700","0","30365","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724430556"
"I9500106","Mặt H 2C 23K2","TTM","VANG23K",,"Còn tồn","2","0","2","0","300","0","0","18000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724492708"
"I9500107","Lắc 1N 23K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","300","0","0","10000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724375"
"I9500111","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","1.8765","0","1.8765","0","1500","0","0","22518","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724470255"
"I9500114","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","1.646","0","1.646","0","1500","0","0","21398","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724364583"
"I9500117","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","2.5387","0","2.5387","0","2500","2157","0","38333.475","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724489236"
"I9500119","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","1.688","0","1.688","0","1680","1266","0","24054","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724390046"
"I9500120","Lắc 1C 23K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","350","200","0","5418","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724463773"
"I9500121","Lắc 1C 23K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","300","150","0","5518","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724446759"
"I9500122","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","1.38933","0","1.38933","0","1389","903","0","20770.419","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724351042"
"I9500123","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","2.6","0","2.6","0","2600","1820","0","39000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724495718"
"I9500125","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","1.95","0","1.95","0","1950","1657","0","27007","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724371528"
"I9500128","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","2.055","0","2.055","0","2050","1541","0","30311","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724475694"
"I9500129","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","0.857","0","0.857","0","800","479","0","11620","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724460648"
"I9500131","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","0.9105","0","0.9105","0","820","509","0","12345.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724347222"
"I9500133","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","2.785","0","2.785","0","2700","2088","0","27153","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724427083"
"I9500137","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","3.07","0","3.07","0","3000","2500","0","42410","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724413542"
"I9500138","Lắc CNC 2","TTM","Vàng 24K",,"Còn tồn","2.18133","0","2.18133","0","2900","2072","0","26066.63","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46009.4724358449"
"I9500146","Nhẫn Ngựa K2","TTM","Vàng 24K",,"Còn tồn","0.336","0","0.336","0","421","258","0","258","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46014.7035480671"
"I9500157","Bông CNC 2","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","300","65","0","65","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46019.4467899306"
"I9500158","Bông CNC 2","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","300","65","0","65","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46019.4467917014"
"I9600030","Nhẫn HOA K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","250","0","0","7000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3899658218"
"I9600034","Nhẫn  K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","300","105","0","9105","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889523958"
"I9600036","Nhẫn K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","250","80","0","9080","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.388946412"
"I9600037","Nhẫn K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","240","60","0","5278","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889584838"
"I9600038","Nhẫn K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","200","60","0","5550","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889472569"
"I9600039","Nhẫn K2","TTM","VANG23K",,"Còn tồn","1.5","0","1.5","0","260","60","0","8295","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889496528"
"I9600042","Nhẫn K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","300","120","0","5210","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889607986"
"I9600043","Nhẫn K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","260","60","0","5200","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889527778"
"I9600044","Nhẫn 1N2","TTM","VANG23K",,"Còn tồn","1","0","1","0","260","0","0","6000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889544329"
"I9600046","Nhẫn CNC 2","TTM","Vàng 24K",,"Còn tồn","0.4","0","0.4","0","430","230","0","3830","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889415509"
"I9600047","Nhẫn CNC 2","TTM","Vàng 24K",,"Còn tồn","0.415","0","0.415","0","460","300","0","4035","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889313657"
"I9600048","Nhẫn CNC 2","TTM","Vàng 24K",,"Còn tồn","0.555","0","0.555","0","477","277","0","5272","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889576389"
"I9600063","Mặt 23K2","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","270","100","0","2709","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889540509"
"I9600066","Dây 23N2","TTM","VANG23K",,"Còn tồn","2","0","2","0","380","0","0","28900","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889445602"
"I9600068","Lắc K2","TTM","Vàng 24K",,"Còn tồn","0.39","0","0.39","0","700","500","0","4010","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889440972"
"I9600069","Lắc K2","TTM","Vàng 24K",,"Còn tồn","0.395","0","0.395","0","500","0","0","3555","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.388940625"
"I9600072","Dây 24K2","TTM","Vàng 24K",,"Còn tồn","1.915","0","1.915","0","1915","1200","0","18435","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889550116"
"I9600073","Dây 24K2","TTM","Vàng 24K",,"Còn tồn","1.995","0","1.995","0","1990","1400","0","27335","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889300579"
"I9600076","Mặt Hồ Ly 9999","TTM","Vàng 24K",,"Còn tồn","0.458","0","0.458","0","360","0","0","4122","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.388946875"
"I9600083","Mặt 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","390","200","0","7200","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889418981"
"I9600084","Lắc CNC","TTM","Vàng 24K",,"Còn tồn","1.525","0","1.525","0","1000","800","0","14525","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889364931"
"I9600086","BÁNH GATO K2","TTM","Vàng 24K",,"Còn tồn","0.51","0","0.51","0","510","300","0","4380","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889431713"
"I9600087","BÁNH GATO K2","TTM","Vàng 24K",,"Còn tồn","0.575","0","0.575","0","575","300","0","4900","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889295949"
"I9600091","Lắc 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","550","330","0","8330","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889401968"
"I9600092","Lắc 23N2","TTM","VANG23K",,"Còn tồn","2","0","2","0","380","0","0","28000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.388959375"
"I9600094","Lắc 23K2","TTM","VANG23K",,"Còn tồn","2","0","2","0","360","200","0","16200","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.388956331"
"I9600095","Lắc 23K2","TTM","VANG23K",,"Còn tồn","2","0","2","0","350","230","0","10270","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889388079"
"I9600096","Lắc 23K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","350","195","0","8195","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889349884"
"I9600097","Lắc 23K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","450","255","0","8255","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.3889455671"
"I9600102","Bông bi 0.5","TTM","VANG23K",,"Còn tồn","5","0","5","0","270","110","0","35110","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524094907"
"I9600103","Bông bóng 1.5N","TTM","VANG23K",,"Còn tồn","1.5","0","1.5","0","250","0","0","10500","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524013079"
"I9600104","Bông bi 0.5","TTM","VANG23K",,"Còn tồn","1","0","1","0","250","120","0","5500","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4523983796"
"I9600105","Bông K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","350","250","0","9250","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524176736"
"I9600106","Bông 0.5K2","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","280","85","0","4585","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524166319"
"I9600108","Bông 0.5K2","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","300","0","0","7100","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524105671"
"I9600109","Bông 0.5K2","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","300","150","0","4650","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524066319"
"I9600110","Bông 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","300","0","0","10000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524041667"
"I9600111","Bông 0.5K2","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","280","85","0","5085","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524189005"
"I9600112","Bông 1.5N2","TTM","VANG23K",,"Còn tồn","1.5","0","1.5","0","250","0","0","15000","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4523996528"
"I9600113","Bông 0.5","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","250","105","0","2714","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524147801"
"I9600116","Bông CNC2","TTM","Vàng 24K",,"Còn tồn","0.75","0","0.75","0","750","500","0","9500","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524006134"
"I9600122","Mặt Ruby TN","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","1000","640","0","640","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524047106"
"I9600123","Mặt 0.5","TTM","VANG23K",,"Còn tồn","0.5","0","0.5","0","250","80","0","2830","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524099884"
"I9600124","Mặt 1N2","TTM","VANG23K",,"Còn tồn","1","0","1","0","250","0","0","5500","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524001157"
"I9600125","Mặt 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","250","90","0","5308","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524151968"
"I9600126","Mặt 1K2","TTM","VANG23K",,"Còn tồn","1","0","1","0","250","90","0","5308","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524116088"
"I9600127","Mặt 1N2","TTM","VANG23K",,"Còn tồn","1","0","1","0","250","0","0","5500","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.452396412"
"I9600131","Kiềng 3N2","TTM","VANG23K",,"Còn tồn","3","0","3","0","300","0","0","42900","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46031.4524019676"
"I9600134","Vì thần tài 5LY","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1038.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46032.4520153588"
"I9600135","Vì thần tài 5LY","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1038.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46032.4520347222"
"I9600137","Vì thần tài 5LY","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1038.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46032.4520304398"
"I9600138","Vì thần tài 5LY","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1038.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46032.4520386921"
"I9600139","Vì thần tài 5LY","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1038.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46032.4520410069"
"I9600140","Vì thần tài 5LY","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1038.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46032.4520447569"
"I9600145","Nhẫn Ngựa K2","TTM","Vàng 24K",,"Còn tồn","0.344","0","0.344","0","440","240","0","5314","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46032.5498934028"
"I9600146","Nhẫn Ngựa K2","TTM","Vàng 24K",,"Còn tồn","0.366","0","0.366","0","440","256","0","5654.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46032.5498951042"
"I9600171","Lì xì 0.1C","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","399","300","0","1790","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792694097"
"I9600172","Lì xì 0.1C","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","399","300","0","1790","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792753472"
"I9600173","Lì xì 0.1C","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","399","300","0","1790","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792865741"
"I9600174","Lì xì 0.1C","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","399","300","0","1790","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792610764"
"I9600175","Lì xì 0.1C","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","399","300","0","1790","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792851505"
"I9600176","Lì xì 0.1C","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","399","300","0","1790","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792952546"
"I9600177","Lì xì 0.1C","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","399","300","0","1790","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792877662"
"I9600180","Lì xì 0.1C","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","399","300","0","1790","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792771991"
"I9600181","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792665509"
"I9600182","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792947917"
"I9600183","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792901273"
"I9600184","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792805208"
"I9600185","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792889236"
"I9600186","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792765856"
"I9600187","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792711806"
"I9600189","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792722569"
"I9600190","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792758912"
"I9600191","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792846065"
"I9600192","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792796644"
"I9600193","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792893519"
"I9600194","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792920139"
"I9600195","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792656597"
"I9600196","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792940625"
"I9600198","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792913542"
"I9600200","Lì xì 5ly","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","399","300","0","1045","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46036.3792673264"
"I9600219","Lắc H  cnc","TTM","Vàng 24K",,"Còn tồn","3.955","0","3.955","0","3955","2848","0","62766.25","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46042.4173957176"
"I9600225","Lắc 2N2","TTM","VANG23K",,"Còn tồn","2","0","2","0","400","0","0","30120","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46042.6882309375"
"I9600265","Lì xì 0.05C","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","350","250","0","1052.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46050.5650293171"
"I9600266","Lì xì 0.05C","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","350","250","0","1052.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46050.5650305556"
"I9600267","Lì xì 0.05C","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","350","250","0","1052.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46050.5650248843"
"I9600268","Lì xì 0.05C","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","350","250","0","1052.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46050.5650279745"
"I9600269","Lì xì 0.05C","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","350","250","0","1052.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46050.5650203356"
"I9600270","Lì xì 0.05C","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","350","250","0","1052.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46050.5650273958"
"I9600271","Lì xì 0.05C","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","350","250","0","1052.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46050.5650256134"
"I9600272","Lì xì 0.05C","TTM","Vàng 24K",,"Còn tồn","0.05","0","0.05","0","350","250","0","1052.5","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46050.5650194444"
"I9600299","Nhẫn CNC 2N","TTM","Vàng 24K",,"Còn tồn","0.506","0","0.506","0","500","0","0","8197.2","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46053.8677913542"
"I9600307","Nhẫn CNC2","TTM","Vàng 24K",,"Còn tồn","0.334","0","0.334","0","334","210","0","5620.8","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46054.398537037"
"I9600309","Nhẫn CNC2","TTM","Vàng 24K",,"Còn tồn","0.328","0","0.328","0","328","203","0","5516.6","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46054.3985304398"
"I9600379","Nhẫn CNC2","TTM","Vàng 24K",,"Còn tồn","0.154","0","0.154","0","299","84","0","2631.16","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46059.5830417824"
"I9600440","Vỉ Thần Tài 0.1","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","350","230","0","1909","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46065.8175939005"
"I9600441","Vỉ Thần Tài 0.1","TTM","Vàng 24K",,"Còn tồn","0.1","0","0.1","0","350","230","0","1909","Phần Mềm Vàng","2HOANGKIM2","2VANG24K","46065.8175871875"
